,price,year,km,title,location
0,232999,2018,100, Suzuki Swift 5p Boosterjet L3/1.0/t Aut ,Distrito Federal
1,187999,2013,74861, Audi A3 3p Ambiente L4/1.4/t Aut ,Distrito Federal
2,537999,2018,25258, Bmw Serie 3 4p 330e Luxury Line Hibrido L4/2.0/t Aut ,Distrito Federal
3,349999,2011,101898, Jeep Wrangler 2p Sahara Aut 4x4 ,Distrito Federal
4,187999,2015,79660, Mazda Mazda 6 4p I Grand Touring Plus L4/2.5 Aut ,Distrito Federal
5,202999,2015,96085, Mazda Mazda 6 4p I Grand Touring Plus L4/2.5 Aut ,Distrito Federal
6,1097999,2019,11401, Mercedes-benz Clase Gle 5p Gle 400 Sport V6/3.0/t Aut ,Distrito Federal
7,234999,2015,74792, Volkswagen Beetle 2p Turbo L4/2.0/t Aut ,Distrito Federal
8,259999,2017,34838, Audi A1 3p Cool L4/1.4/t Aut ,Distrito Federal
9,142999,2013,67341, Volkswagen Crossfox 5p 5vel A/a Cd Mp3 Ee ,Distrito Federal
10,194999,2012,91199, Mercedes-benz Clase C 4p C 200 Cgi Sport Aut ,Distrito Federal
11,294999,2015,96060, Seat Leon 3p Cupra L4/2.0/t Aut ,Distrito Federal
12,129999,2013,99213, Fiat 500 3p Pop 5vel ,Distrito Federal
13,87999,2012,66130, Chevrolet Spark C 5p 5vel A/a Ee ,Distrito Federal
14,474999,2017,54012, Honda Odyssey 5p Exl V6/3.5 Aut ,Distrito Federal
15,269999,2013,86311, Bmw Serie 3 4p 328i Sedán Sport Line Aut ,Distrito Federal
16,327999,2013,61644, Bmw X5 5p X5 Xdrive35ia M Sport Man ,Distrito Federal
17,849999,2015,10920, Bmw X6 5p Xdrive 50i M Sport V8/4.4/t Aut ,Distrito Federal
18,214999,2014,97573, Jeep Compass 5p Limited 4x4 L4/2.4 Aut ,Distrito Federal
19,347999,2016,64959, Volkswagen Golf Gti L4/2.0 Aut ,Distrito Federal
20,289999,2012,87823, Bmw Serie 3 2p 335ia Coupe Bi-turbo ,Distrito Federal
21,282999,2013,48493, Mercedes-benz Clase Cla 4p Cla 200 Cgi Sport ,Distrito Federal
22,279999,2015,63225, Bmw Serie 3 4p 320i L4/2.0/t Man ,Distrito Federal
23,244999,2014,50590, Buick Regal 4p L4/2.0/t Aut ,Distrito Federal
24,777999,2019,19106, Mercedes-benz Clase E 2p E 300 Convertible L4/2.0/t Aut ,Distrito Federal
25,182999,2015,95588, Suzuki Swift 5p Sport L4/1.6 Man ,Distrito Federal
26,264999,2013,56141, Mini Paceman 3p Cooper S Paceman Hot Chili All 4 At ,Distrito Federal
27,367999,2016,67475, Bmw Serie 3 4p 330i Sedán Sport Line L6/3.0/t Aut ,Distrito Federal
28,232999,2012,36166, Nissan Murano 5p Sl Aut Ee A/a Piel Q/c 2wd Cvt ,Distrito Federal
29,329999,2018,33492, Nissan X-trail 5p Exclusive 2 L4/2.5 Aut ,Distrito Federal
30,209999,2013,84677, Honda Accord 2p Ex Coupe V6 Piel Abs Q/c Cd Aut 5 Vel. ,Distrito Federal
31,347999,2014,69566, Mercedes-benz Clase C 2p C 350 Coupé V6/3.5 Aut ,Distrito Federal
32,239999,2013,51894, Audi Q3 5p Q3 Trendy 2.0 Tfsi ,Distrito Federal
33,164999,2016,81313, Seat Ibiza 3p Sc Reference Blitz Coupé L4/1.6 Man ,Distrito Federal
34,372999,2017,39449, Renault Koleos 5p Iconic L4/2.5 Aut ,Distrito Federal
35,189999,2015,78043, Ford Focus 4p Se Appearance L4 2.0 Aut ,Distrito Federal
36,152999,2017,46612, Renault Stepway 5p Expression L4/1.6 Man ,Distrito Federal
37,489999,2013,74100, Land Rover Range Rover Sport 5p Supercharged V8/5.0/t Aut ,Distrito Federal
38,252999,2015,37569, Mazda Mazda 6 4p I Grand Touring Plus L4/2.5 Aut ,Distrito Federal
39,189999,2013,57831, Ford Fusion 4p Se Luxury L4 Piel ,Distrito Federal
40,317999,2016,74973, Bmw Serie 3 4p 320i L4/2.0/t Aut ,Distrito Federal
41,219999,2015,86287, Mazda Mazda 3 5p Hatchback I Touring L4/2.0 Man ,Distrito Federal
42,244999,2018,100, Hyundai Creta 4p Gls L4/1.6 Man ,Distrito Federal
43,549999,2017,39357, Infiniti Qx60 5p Qx60 Perfection V6/3.5 Aut ,Distrito Federal
44,312999,2016,39324, Mini Cooper Countryman S Hot Chili L4/1.6/t Aut ,Distrito Federal
45,249999,2013,91481, Ford Explorer 5p Xlt V6 4x2 Tela Sync ,Distrito Federal
46,312999,2017,41280, Ford Fusion 4p Sport V6/2.7 Aut ,Distrito Federal
47,127999,2010,70830, Seat Ibiza 3p Sport Coupe 5vel Esp ,Distrito Federal
48,312999,2014,66307, Dodge Durango 5p Limited V6/3.6 Aut ,Distrito Federal
49,224999,2010,93051, Audi Q5 5p 3.0 Tdi Luxury Quattro Stronic ,Distrito Federal
50,304999,2014,91157, Dodge Durango 5p Limited V6/3.6 Aut ,Distrito Federal
51,207999,2013,61550, Ford Escape 5p Se Plus Aut Piel Limited T/pano ,Distrito Federal
52,192999,2014,101683, Ford Fusion 4p Se Luxury L4/2.0/t Aut ,Distrito Federal
53,274999,2016,57344, Mini Cooper 5p Pepper L3/1.5/t Man ,Distrito Federal
54,187999,2014,54370, Nissan Altima 4p Exclusive V6/3.5 Aut ,Distrito Federal
55,457999,2016,45393, Mercedes-benz Clase Glc 5p Glc 300 Off Road L4/2.0/t Aut ,Distrito Federal
56,429999,2016,52380, Gmc Acadia 5p Denali V6/3.6 Aut ,Distrito Federal
57,519999,2017,49160, Ford Focus 5p Rs L4/2.3/t Man ,Distrito Federal
58,219999,2014,80262, Nissan X-trail 5p Advance L4/2.5 Aut Piel ,Distrito Federal
59,287999,2017,13376, Audi A1 3p Urban L4/1.4/t Aut ,Distrito Federal
60,327999,2018,17592, Audi A1 5p Cool L4/1.4/t Aut ,Distrito Federal
61,324999,2017,61557, Nissan X-trail 5p Exclusive 3 L4/2.5 Aut Banca Abatible ,Distrito Federal
62,294999,2012,68116, Bmw Serie 3 4p 335ia Luxury Aut ,Distrito Federal
63,729999,2018,6640, Ford Explorer 5p Platino V6/3.5 Gtdi Aut ,Distrito Federal
64,377999,2016,68188, Mini Cooper S J Cooper Works Countryman Hot Chili L4/1.6 Aut A4 ,Distrito Federal
65,552999,2016,22706, Mercedes-benz Clase Cls 4p Cls 400 V6/3.5/t Aut ,Distrito Federal
66,269999,2016,70198, Mazda Cx-5 5p Grand Touring I L4/2.0 Aut ,Distrito Federal
67,232999,2017,47928, Dodge 700 4p Stl Club Cab L4/1.6 Man ,Distrito Federal
68,274999,2018,13669, Smart Forfour 5p Forfour Prime L3/1.0/t Aut ,Distrito Federal
69,259999,2015,44960, Seat Leon 3p Fr Sc L4/1.4/t Aut ,Distrito Federal
70,482999,2018,7570, Nissan Frontier 4p Le L4/2.4 Man ,Distrito Federal
71,317999,2015,60900, Volkswagen Golf 5p Gti L4/2.0/t Aut ,Distrito Federal
72,277999,2013,84938, Bmw Serie 3 4p 328i M Sport ,Distrito Federal
73,437999,2016,35626, Mercedes-benz Clase C 4p C 250 Sport L4/2.0/t Aut ,Distrito Federal
74,522999,2018,17906, Bmw Serie 3 4p 330i Sport Line L4/2.0/t Aut ,Distrito Federal
75,439999,2017,26655, Bmw Serie 3 4p 330i Sport Line L4/2.0/t Aut ,Distrito Federal
76,229999,2015,83970, Mini Cooper 3p Salt L3/1.5/t Aut ,Distrito Federal
77,712999,2018,22652, Mercedes-benz Clase C 4p C 43 Amg V6/3.0/t Aut ,Distrito Federal
78,259999,2013,78875, Toyota Highlander 5p Limited Aut A/a Q/c Piel 4x4 R-19 ,Distrito Federal
79,164999,2012,106649, Mazda Cx-7 5p Sport Aut ,Distrito Federal
80,242999,2013,100845, Gmc Terrain 5p Denali V6 3.6 ,Distrito Federal
81,342999,2015,39779, Audi A5 5p Luxury L4/1.8/t Aut ,Distrito Federal
82,557999,2018,23343, Bmw Serie 3 4p 330e Luxury Line Hibrido L4/2.0/t Aut ,Distrito Federal
83,899999,2017,37343, Bmw Serie 7 4p 740i Excellence L6/3.0/t Aut ,Distrito Federal
84,184999,2015,85664, Mazda Mazda 6 4p I Grand Touring Plus L4/2.5 Aut ,Distrito Federal
85,227999,2017,34192, Mazda Mazda 3 4p Sedán I L4/2.0 Aut ,Distrito Federal
86,332999,2016,62984, Bmw Serie 2 2p 220i Coupé L4/2.0/t Aut ,Distrito Federal
87,404999,2018,29220, Chevrolet Silverado 4p Ls Doble Cabina V8/5.3 Aut 4x2 ,Distrito Federal
88,227999,2013,76505, Mercedes-benz Clase C 4p C 200 Cgi Sport Aut ,Distrito Federal
89,232999,2012,61797, Bmw X1 5p Sdrive 20ia Cool Elegance Aut ,Distrito Federal
90,224999,2017,55500, Smart Forfour 5p Forfour Passion L3/1.0/t Aut ,Distrito Federal
91,139999,2013,106982, Nissan Sentra 4p Advance L4 1.8 Cvt ,Distrito Federal
92,237999,2016,20242, Mazda Mazda 3 4p Sedán S L4/2.5 Man ,Distrito Federal
93,349999,2017,36293, Mercedes-benz Clase A 5p 200 Style L4/1.6 Aut Techo/p ,Distrito Federal
94,482999,2017,48081, Audi A4 4p Select L4/2.0/tdi Diesel Aut ,Distrito Federal
95,522999,2018,19000, Bmw Serie 3 4p 330i Sport Line L4/2.0/t Aut ,Distrito Federal
96,539999,2018,26836, Bmw Serie 3 4p 330e Luxury Line Hibrido L4/2.0/t Aut ,Distrito Federal
97,234999,2016,48185, Audi A1 3p Cool L4/1.4/t Aut ,Distrito Federal
98,247999,2017,40342, Nissan Kicks 5p Advance L4/1.6 Aut ,Distrito Federal
99,254999,2013,54971, Audi A5 4p Sportback Luxury 1.8l Turbo Multitronic ,Distrito Federal
100,512999,2017,17087, Mercedes-benz Clase Slc 2p Slc 180 L4/1.6 Aut ,Distrito Federal
101,209999,2013,57363, Mazda Mx-5 2p Grand Touring 6vel Convertible Hard Top ,Distrito Federal
102,219999,2011,47029, Cadillac Srx B 5p Aut 4x4 3.0l Piel Cd Xenon ,Distrito Federal
103,304999,2016,44235, Bmw Serie 1 5p 120i Sport Line L4/1.6/t Aut ,Distrito Federal
104,194999,2018,36853, Volkswagen Vento 4p Confortline Tdi L4/1.5/t Aut ,Distrito Federal
105,217999,2018,14862, Chevrolet Cavalier 4p Premier L4/1.5 Aut ,Distrito Federal
106,242999,2014,55487, Volvo Xc 60 5p Addition 2.0t Aut ,Distrito Federal
107,164999,2015,47195, Peugeot 208 3p Feline L4/1.6 Man ,Distrito Federal
108,649999,2016,48041, Audi Q7 5p Launch Special Ed V6/3.0/t Aut ,Distrito Federal
109,144999,2014,71413, Volkswagen Vento 4p Highline L4/1.6 Aut ,Distrito Federal
110,629999,2018,37911, Mercedes-benz Clase Glc 5p Glc 250 Coupe Avantgard L4/2.0/t Aut ,Distrito Federal
111,432999,2017,36765, Volvo Xc 60 5p Inspiration T6 L4/2.0/t Aut ,Distrito Federal
112,399999,2015,72955, Bmw Serie 2 2p 235i Coupe M Sport L6/3.0/t Aut ,Distrito Federal
113,257999,2017,36684, Volkswagen Beetle 2p Sport L5/2.5 Aut ,Distrito Federal
114,219999,2013,55031, Bmw Serie 1 5p 118i Urban Line Aut ,Distrito Federal
115,204999,2015,41030, Hyundai Ix35 4p Gls Nu 2.0 Mpi 6vel Manual 2wd ,Distrito Federal
116,324999,2017,30697, Mercedes-benz Clase A 5p 200 Style L4/1.6 Aut ,Distrito Federal
117,227999,2015,34882, Volkswagen Passat 4p Vr6 V6/3.6 Aut P/nave Cam/tr ,Distrito Federal
118,302999,2017,35648, Mazda Mx-5 2p I Sport Convertible L4/2.0 Man ,Distrito Federal
119,187999,2013,95775, Mini Cooper 2p All Black 6vel A/a ,Distrito Federal
120,157999,2011,93451, Jeep Patriot 5p Limited Cvt 4x2 Q/c ,Distrito Federal
121,289999,2017,30202, Mini Cooper 3p Chili L3/1.5/t Man ,Distrito Federal
122,292999,2017,39885, Ford Fusion 4p Se Advance L4/2.5 Aut ,Distrito Federal
123,339999,2015,80068, Audi Q5 Luxury L4/2.0/t Aut ,Distrito Federal
124,234999,2015,79817, Mazda Cx-5 5p Sport I L4/2.0 Aut ,Distrito Federal
125,287999,2015,60369, Honda Civic 2p Coupé L4/1.8 Aut ,Distrito Federal
126,149999,2014,95303, Mitsubishi Lancer 4p Es Atm L4/2.0 Aut ,Distrito Federal
127,222999,2013,94133, Volkswagen Jetta 4p Jetta Gli Dsg ,Distrito Federal
128,157999,2012,74017, Ford Ecosport 5p 5vel 4x2 Tela ,Distrito Federal
129,167999,2010,99533, Toyota Sienna 5p Le Aut A/a Ee ,Distrito Federal
130,489999,2015,68865, Jeep Wrangler Unlimited Sahara 4x4 V6/3.6 Aut ,Distrito Federal
131,124999,2012,87049, Seat Ibiza 3p Bocanegra Dsg 1.4t ,Distrito Federal
132,214999,2011,71590, Bmw Serie 1 2p 125ia Coupe Aut ,Distrito Federal
133,277999,2017,40886, Chevrolet Malibú 4p Lt L4/1.5/t Aut ,Distrito Federal
134,597999,2016,30619, Audi Tt 2p Coupé S Line Ttl L4/2.0/t Aut ,Distrito Federal
135,309999,2015,69821, Seat Leon 3p Cupra L4/2.0/t Aut ,Distrito Federal
136,192999,2014,90591, Audi A1 3p Cool L4/1.4/t Aut ,Distrito Federal
137,162999,2013,79565, Jeep Compass 5p Sport Cvt 4x2 ,Distrito Federal
138,357999,2017,32058, Mini Cooper 5p S Hot Chili L4/2.0/t Aut ,Distrito Federal
139,184999,2012,68359, Audi A1 3p 1.4t Sport One S Tronic ,Distrito Federal
140,299999,2016,48829, Mazda Cx-5 5p Grand Touring S L4/2.5 Aut ,Distrito Federal
141,262999,2015,55410, Nissan X-trail 5p Exclusive 2 L4/2.5 Aut ,Distrito Federal
142,392999,2017,25431, Jeep Cherokee 5p Trailhawk 4x4 V6/3.2 Aut ,Distrito Federal
143,139999,2012,83550, Mazda Mazda 3 4p S 2.5l 6vel Q/c Abs R-17 ,Distrito Federal
144,239999,2015,39068, Jeep Compass 5p Limited 4x2 L4/2.4 Aut ,Distrito Federal
145,449999,2018,24770, Mini Cooper 3p S J Cooper Works Hot Chili L4/2.0 Aut ,Distrito Federal
146,264999,2014,85232, Gmc Terrain 5p Denali V6/3.6 Aut ,Distrito Federal
147,202999,2014,62800, Honda Accord 4p Exl Sedán L4/2.4 Aut ,Distrito Federal
148,307999,2017,38069, Fiat 500 3p Abarth L4/1.4/t Man ,Distrito Federal
149,264999,2016,39643, Suzuki Vitara 5p Glx L4/1.6 All-grip Awd Aut ,Distrito Federal
150,214999,2016,67025, Seat Toledo 4p Advance L4/1.4/t Aut ,Distrito Federal
151,189999,2015,69997, Seat Ibiza 3p Fr Coupé L4/1.2/t Man ,Distrito Federal
152,277999,2016,51504, Mini Cooper 3p Salt L3/1.5/t Man ,Distrito Federal
153,112999,2013,76366, Renault Fluence 4p Authentique 2.0 Man ,Distrito Federal
154,144999,2014,69616, Mazda Mazda 3 4p Sedán I L4/2.0 Aut ,Distrito Federal
155,342999,2016,67568, Honda Pilot 5p Ex V6/3.5 Aut ,Distrito Federal
156,127999,2012,85448, Seat Ibiza 3p Bocanegra Dsg 1.4t ,Distrito Federal
157,277999,2015,39649, Subaru Outback 5p 3.6r Limited H6 3.6 Aut ,Distrito Federal
158,192999,2016,78892, Mazda Mazda 3 4p Sedán I Touring L4/2.0 Aut ,Distrito Federal
159,179999,2013,87945, Ford Escape 5p Se Aut L4 ,Distrito Federal
160,174999,2014,77917, Volkswagen Jetta 4p Sport L5/2.5 Aut ,Distrito Federal
161,252999,2015,56318, Seat Leon 3p Fr Sc L4/1.4/t Aut ,Distrito Federal
162,334999,2015,101340, Cadillac Srx 5p Premium V6/3.6 Aut ,Distrito Federal
163,149999,2014,67146, Peugeot 208 3p Feline L4/1.6 Man ,Distrito Federal
164,264999,2016,65924, Suzuki Vitara 5p Glx L4/1.6 All-grip Awd Aut ,Distrito Federal
165,332999,2015,52896, Ford Explorer Xlt V6/3.5 Aut ,Distrito Federal
166,207999,2019,12471, Chevrolet Spark 5p Activic L4/1.4 Man ,Distrito Federal
167,179999,2015,93877, Smart Fortwo 2p Coupe Citybeam L3 1.0 Aut ,Distrito Federal
168,237999,2015,63509, Suzuki Grand Vitara 5p Gls L4/2.4 Aut ,Distrito Federal
169,202999,2017,21720," Kia Forte 4 Pts. Lx, Tm6, A/ac., Bl, F. Niebla, R-16 ",Distrito Federal
170,312999,2015,61216, Seat Leon 3p Cupra L4/2.0/t Aut ,Distrito Federal
171,282999,2011,58227, Mercedes-benz Clase E 2p E 350 Coupe Aut ,Distrito Federal
172,359999,2018,23436, Audi A3 4p Sedan Dynamic L4/1.4/t Aut ,Distrito Federal
173,344999,2014,103576, Jeep Grand Cherokee 5p Limited Lujo 4x2 V6/3.6 Aut ,Distrito Federal
174,297999,2011,85080, Bmw X5 5p Xdrive 35ia M Sport Aut ,Distrito Federal
175,139999,2012,99755, Nissan Altima 4p Sl Aut Piel Cvt ,Distrito Federal
176,444999,2016,36567, Mercedes-benz Clase C 4p C 250 Sport L4/2.0/t Aut ,Distrito Federal
177,334999,2016,48292, Bmw Serie 2 2p 220i Coupé L4/2.0/t Aut ,Distrito Federal
178,224999,2014,101557, Volkswagen Tiguan 5p Sport&style L4/1.4/t Aut ,Distrito Federal
179,152999,2012,101520, Suzuki Grand Vitara 5p Gl Aut L4 ,Distrito Federal
180,264999,2016,67759, Audi A1 3p Ego L4/1.4/t Aut ,Distrito Federal
181,519999,2017,9152, Bmw Serie 4 4p 430i G Coupe Sport Line L4/2.0/t Aut ,Distrito Federal
182,149999,2011,99762, Mazda Cx-7 5p Sport Aut ,Distrito Federal
183,352999,2016,44517, Bmw Serie 3 4p 320i L4/2.0/t Aut Business ,Distrito Federal
184,237999,2011,93560, Toyota Sienna 5p Xle Aut Piel ,Distrito Federal
185,512999,2015,67790, Jeep Grand Cherokee 5p Overland Summit 4x4 V8/5.7 Aut ,Distrito Federal
186,277999,2015,101329, Audi A4 4p Trendy Plus L4/2.0/t Aut ,Distrito Federal
187,159999,2012,63861, Honda Accord 4p Lx Sedan L4 Tela ,Distrito Federal
188,272999,2015,61880, Mini Cooper 5p S Chili L4/2.0/t Aut ,Distrito Federal
189,292999,2016,53636, Mini Cooper Countryman S Chili L4/1.6/t Aut ,Distrito Federal
190,232999,2012,61680, Gmc Terrain C 5p Aut Awd ,Distrito Federal
191,467999,2014,84441, Jeep Wrangler 5p Unlimited Sahara 4x4 V6/3.6 Aut ,Distrito Federal
192,322999,2016,32465, Chevrolet Malibú 4 Pts. 2.0 G Premier Turbo Ta ,Distrito Federal
193,379999,2016,40595, Bmw Serie 3 4p 330i Luxury Line L4/2.0/t Aut ,Distrito Federal
194,177999,2013,92720, Ford Escape 5p Se Aut L4 ,Distrito Federal
195,194999,2012,66800, Volkswagen Tiguan 5p Native Tiptronic Climatronic ,Distrito Federal
196,269999,2013,96678, Toyota Highlander 5p Base Aut A/a R-17 ,Distrito Federal
197,414999,2017,41973, Honda Cr-v 5p Touring L4/1.5/t Aut ,Distrito Federal
198,362999,2016,29300, Gmc Terrain 5p Denali V6/3.6 Aut ,Distrito Federal
199,227999,2011,101047, Jeep Grand Cherokee 5p Laredo 4x2 V6 Aut Lujo ,Distrito Federal
200,257999,2017,36643, Mazda Mazda 3 5p Hatchback I Touring L4/2.0 Man ,Distrito Federal
201,184999,2012,99373, Honda Accord 4p Ex Sedan L4 Piel Abs Cd ,Distrito Federal
202,334999,2015,80013, Mercedes-benz Clase Gla 5p Gla 250 Sport L4/2.0 Aut Sin/qc ,Distrito Federal
203,177999,2014,81576, Volkswagen Passat 4p Confortline L5/2.5 Aut R17 ,Distrito Federal
204,297999,2015,81772, Mercedes-benz Clase Cla 4p 200 Cgi Sport L4/1.6/t Aut ,Distrito Federal
205,267999,2016,61248, Seat Leon 5p Fr L4/1.8/t Aut ,Distrito Federal
206,267999,2018,28317, Suzuki Vitara 4p Gls L4/1.4 Man ,Distrito Federal
207,252999,2016,72088, Nissan X-trail 5p Sense 2 L4/2.5 Aut ,Distrito Federal
208,154999,2014,86602, Fiat Palio 5p 1.6 Adventure Dualogic Ta ,Distrito Federal
209,434999,2017,18290, Ford Fusion 4p Sport V6/2.7 Aut ,Distrito Federal
210,572999,2017,18881, Ford Mustang 2p Coupé Ecoboost L4/2.3/t Aut ,Distrito Federal
211,414999,2017,50854, Honda Cr-v 5p Touring L4/1.5/t Aut ,Distrito Federal
212,219999,2014,98125, Jeep Patriot 5p Limited L4/2.4 Aut ,Distrito Federal
213,477999,2015,39600, Bmw Serie 2 2p 235i Coupe M Sport L6/3.0/t Aut ,Distrito Federal
214,302999,2015,45848, Bmw Serie 3 4p 320i L4/2.0/t Man ,Distrito Federal
215,332999,2013,84273, Bmw X5 5p X5 Xdrive35ia M Sport Man ,Distrito Federal
216,259999,2017,19475, Smart Forfour 5p Forfour Prime L3/1.0/t Aut ,Distrito Federal
217,204999,2011,84968, Mercedes-benz Clase C 4p C 300 Sport Aut ,Distrito Federal
218,272999,2013,102551, Jeep Grand Cherokee 5p Limited 4x2 V6 Aut ,Distrito Federal
219,259999,2014,57705, Audi A4 4p Luxury L4/2.0/t Aut ,Distrito Federal
220,257999,2016,43077, Audi A1 5p S Line 1.8 Tfsi S Tronic Sb ,Distrito Federal
221,152999,2015,97487, Volkswagen Jetta 4p Cl L4/2.0 Man ,Distrito Federal
222,197999,2015,72425, Honda Civic 4p Ex Sedán L4/1.8 Aut ,Distrito Federal
223,257999,2016,34980, Chevrolet Malibú 4p Ls L4/1.5/t Aut ,Distrito Federal
224,247999,2016,55400, Nissan X-trail 5p Sense 2 L4/2.5 Aut ,Distrito Federal
225,247999,2013,96205, Toyota Highlander 5p Base Aut A/a R-17 ,Distrito Federal
226,274999,2014,99529, Toyota Sienna 5p Ce V6/3.5 Aut ,Distrito Federal
227,344999,2018,31647," Kia Optima 4 Pts. Ex Pack, 2.4l Ta Climatronic, Piel Qcp Gps Ra-17 ",Distrito Federal
228,329999,2017,46846, Mercedes-benz Clase A 5p 200 L4/1.6 Aut ,Distrito Federal
229,252999,2014,52075, Mercedes-benz Clase C 4p C 180 L4/1.6/t Aut ,Distrito Federal
230,297999,2016,73568, Volkswagen Jetta 4p Gli L4/2.0/t Aut ,Distrito Federal
231,234999,2015,97409, Honda Accord 4p Exl Sedán V6/3.5 Aut ,Distrito Federal
232,214999,2017,32007, Nissan Note 5p Sr L4/1.6 Aut ,Distrito Federal
233,237999,2014,64920, Nissan Maxima 4p Exclusive V6/3.5 Aut ,Distrito Federal
