,price,year,km,title,location
814,294999,2017,47652, Volkswagen Polo 3p Gti L4/1.8/t Aut ,Distrito Federal
815,124999,2013,86578, Nissan Versa 4p Advance Aut ,Distrito Federal
816,452999,2016,40725, Bmw X3 5p Xdrive 28i X Line L4/2.0/t Man ,Distrito Federal
817,219999,2016,57820, Chevrolet Trax 5p Lt L4/1.8 Aut ,Distrito Federal
818,242999,2016,49888, Audi A1 3p Cool L4/1.4/t Aut ,Distrito Federal
819,219999,2014,55746, Audi A1 3p Cool L4/1.4/t Aut ,Distrito Federal
820,302999,2016,45552, Jeep Cherokee 5p Limited 4x2 ,Distrito Federal
821,159999,2015,59276, Fiat 500 3p Trendy L4 1.4 Man ,Distrito Federal
822,184999,2016,66892, Honda City 4p Lx L4/1.5 Aut ,Distrito Federal
823,274999,2015,55602, Dodge Journey 5p Rt V6/3.6 Aut ,Distrito Federal
824,327999,2017,28929, Mini Cooper 3p Pepper L3/1.5/t Aut ,Distrito Federal
825,177999,2014,52359, Volkswagen Passat 4p Confortline L5/2.5 Aut ,Distrito Federal
826,214999,2015,64657, Volkswagen Passat 4p Highline L5/2.5 Aut ,Distrito Federal
827,342999,2016,26115, Bmw Serie 1 3p 120i Sport Line L4/1.6/t Aut ,Distrito Federal
828,224999,2016,55521, Mazda Mazda 3 4p Sedán S L4/2.5 Man ,Distrito Federal
829,249999,2013,101062, Ford Explorer 5p Xlt V6 4x2 Tela Sync ,Distrito Federal
830,292999,2017,23453, Volkswagen Golf 5p Fest L4/1.4/t Aut ,Distrito Federal
831,417999,2015,87997, Jeep Grand Cherokee 5p Limited 4x2 V6/3.6 Aut Nav ,Distrito Federal
832,302999,2016,75227, Nissan X-trail 5p Exclusive 3 L4/2.5 Aut Banca Abatible ,Distrito Federal
833,177999,2017,52985, Renault Duster 5p Expression L4/2.0 Man ,Distrito Federal
834,349999,2017,10284, Mazda Mx-5 2p Rf I Grand Touring L4/2.0 Aut ,Distrito Federal
835,294999,2016,45744, Audi A1 5p S Line 1.8 Tfsi S Tronic Sb ,Distrito Federal
836,279999,2017,37800, Nissan Kicks 5p Exclusive L4/1.6 Aut ,Distrito Federal
837,234999,2015,57468, Hyundai Ix35 5p Gls Premium L4/2.0 Aut ,Distrito Federal
838,132999,2013,92482, Suzuki Swift 5p Gls 1.4 5vel ,Distrito Federal
839,279999,2016,66539, Nissan X-trail 5p Exclusive 2 L4/2.5 Aut ,Distrito Federal
840,304999,2015,61790, Mini Paceman 3p S J Cooper Works Paceman L4/1.6/t Aut ,Distrito Federal
841,409999,2016,46620, Audi Q5 5p Luxury L4/2.0/t Aut ,Distrito Federal
842,237999,2016,59289, Volkswagen Beetle 2p Allstar L5/2.5 Aut ,Distrito Federal
843,222999,2014,58775, Audi A1 3p Cool L4/1.4/t Aut ,Distrito Federal
844,229999,2014,40496, Mazda Cx-5 5p Sport I L4/2.0 Aut ,Distrito Federal
845,319999,2017,41216, Volkswagen Polo 3p Gti L4/1.8/t Aut ,Distrito Federal
846,212999,2013,99816, Infiniti Otros Modelos 4p Sedan Premium V6 3.7 Aut ,Distrito Federal
847,444999,2018,25758, Jeep Compass 5p Limited Premium 4x2 L4/2.4 Aut ,Distrito Federal
848,492999,2018,33044, Jeep Compass 5p Trailhawk 4x2 V6/3.2 Aut ,Distrito Federal
849,199999,2017,27254, Chevrolet Sonic 4p Ltz L4/1.6 Aut ,Distrito Federal
850,252999,2013,55395, Nissan Pathfinder 5p Exclusive Aut V6 Awd ,Distrito Federal
851,389999,2017,32969, Volkswagen Golf 5p Gti L4/2.0/t Aut ,Distrito Federal
852,502999,2019,9964, Nissan Murano 5p Advance V6/3.5 Aut ,Distrito Federal
853,529999,2018,22386, Bmw Serie M 2p M4 Coupé Dkg ,Distrito Federal
854,527999,2018,31122, Bmw Serie M 2p M4 Coupé Dkg ,Distrito Federal
855,182999,2013,106440, Nissan Rogue 5p Advance Sl 2wd Piel Cvt 2.5l ,Distrito Federal
856,342999,2017,26124, Dodge Journey 5p Gt V6/3.6 Aut 7/pas ,Distrito Federal
857,219999,2016,39147, Volkswagen Jetta 4p Comfortline L5/2.5 Aut ,Distrito Federal
858,229999,2015,100404, Mazda Mazda 3 5p Hatchback S Grand Touring L4/2.5 Aut ,Distrito Federal
859,229999,2014,52776, Jeep Patriot 5p Limited L4/2.4 Aut ,Distrito Federal
860,264999,2015,52629, Mini Cooper 3p Pepper L3/1.5/t Man ,Distrito Federal
861,352999,2016,78929, Bmw Serie 3 4p 320i Luxury Line L4/2.0/t Aut ,Distrito Federal
862,644999,2018,31400, Dodge Ram 2500 4p Crew Larame V8/5.7 Aut 4x4 Hemi ,Distrito Federal
863,947999,2018,13081, Bmw X6 5p Xdrive 50i Extravagance V8/4.4/t Aut ,Distrito Federal
864,224999,2018,100, Honda City 4p Lx L4/1.5 Aut ,Distrito Federal
865,482999,2018,4569, Nissan Frontier 4p Le L4/2.4 Man ,Distrito Federal
866,214999,2014,88614, Jeep Compass 5p Limited 4x2 L4/2.4 Aut ,Distrito Federal
867,1457999,2016,23584, Mercedes-benz Clase Gl 5p Gl 500 V8/4.7/t Aut ,Distrito Federal
868,217999,2016,53758, Mazda Mazda 3 4p Sedán S L4/2.5 Man ,Distrito Federal
869,352999,2016,56069, Bmw Serie 3 4p 320i L4/2.0/t Aut Business ,Distrito Federal
870,199999,2015,76502, Mazda Mazda 6 4p I Grand Touring Plus L4/2.5 Aut ,Distrito Federal
871,194999,2015,99913, Mazda Mazda 3 5p Hatchback I Touring L4/2.0 Man ,Distrito Federal
872,159999,2014,68985, Mazda Mazda 3 4p Sedán I L4/2.0 Aut ,Distrito Federal
873,249999,2013,81805, Honda Accord 2p Ex Coupe V6 Piel Abs Q/c Cd Aut 5 Vel. ,Distrito Federal
874,312999,2016,44886, Mazda Cx-5 5p Grand Touring S L4/2.5 Aut ,Distrito Federal
875,219999,2014,95759, Ford Escape 5p Se Plus L4/2.5 Aut ,Distrito Federal
876,417999,2014,93919, Mercedes-benz Clase M 5p Ml 350 Sport V6/3.5 Aut ,Distrito Federal
877,162999,2014,66092, Mazda Mazda 3 4p Sedán I L4/2.0 Aut ,Distrito Federal
878,252999,2015,55309, Mazda Mazda 6 4p I Grand Touring Plus L4/2.5 Aut ,Distrito Federal
879,249999,2016,46439, Mazda Mazda 3 4p Sedán S L4/2.5 Man ,Distrito Federal
880,209999,2013,92495, Honda Accord 2p Ex Coupe V6 Piel Abs Q/c Cd Aut 5 Vel. ,Distrito Federal
881,222999,2016,49558, Mazda Mazda 3 4p Sedán S L4/2.5 Man ,Distrito Federal
882,199999,2016,45897, Honda City 4p Ex L4/1.5 Aut ,Distrito Federal
883,414999,2017,52624, Honda Cr-v 5p Touring L4/1.5/t Aut ,Distrito Federal
884,192999,2014,74175, Ford Escape 5p S L4/2.5 Aut ,Distrito Federal
885,264999,2015,53720, Mazda Mazda 6 4p I Grand Touring Plus L4/2.5 Aut ,Distrito Federal
886,354999,2016,46997, Bmw Serie 1 3p 120i Sport Line L4/1.6/t Aut ,Distrito Federal
887,149999,2014,93659, Mazda Mazda 3 4p Sedán I L4/2.0 Aut ,Distrito Federal
888,499999,2017,58672, Gmc Acadia 5p Denali V6/3.6 Aut ,Distrito Federal
889,474999,2016,36541, Infiniti Qx70 Qx70 Seduction V8/5.0 Aut ,Distrito Federal
890,502999,2017,40700, Infiniti Qx60 5p Qx60 Inspiration V6/3.5 Aut ,Distrito Federal
891,127999,2014,77181, Renault Fluence 4p Expression L4/2.0 Man ,Distrito Federal
892,149999,2017,40069, Chevrolet Spark 5p Lt L4/1.4 Man ,Distrito Federal
893,214999,2012,104438, Honda Cr-v 5 Pts. Ex-l Navi ,Distrito Federal
894,214999,2015,67480, Dodge Journey Se L4/2.4 Aut 5/pas ,Distrito Federal
895,219999,2013,93870, Audi A4 4p Lanzamiento 1 1.8l T Multitronic ,Distrito Federal
896,159999,2014,84944, Renault Duster 5p Dynamique L4/2.0 Man ,Distrito Federal
897,194999,2016,76304, Ford Fiesta 4p Titanium L4/1.6 Aut ,Distrito Federal
898,209999,2015,95769, Volkswagen Golf 5p Comfortline L4/1.4/t Aut ,Distrito Federal
899,262999,2016,80645, Mazda Cx-3 5p I Grand Touring L4/2.0 Aut ,Distrito Federal
900,372999,2017,40712, Renault Koleos 5p Iconic L4/2.5 Aut ,Distrito Federal
901,237999,2015,58926, Volkswagen Golf 5p Highline L4/1.4/t Aut ,Distrito Federal
902,367999,2016,52969, Mercedes-benz Clase Gla 5p Gla 250 Sport L4/2.0 Aut ,Distrito Federal
903,274999,2018,28865," Kia Forte 4 Pts. Sx, Ta6, Climatronic, Piel, Qc, Cámara Reversa, F. Niebla, Bl Ra-17 ",Distrito Federal
904,262999,2013,59145, Toyota Sienna 5p Xle Aut ,Distrito Federal
905,144999,2017,39679, Chevrolet Spark 5p Ltz Classic L4/1.2 Man ,Distrito Federal
906,224999,2015,62482, Volkswagen Passat 4p Highline L5/2.5 Aut ,Distrito Federal
907,222999,2017,24059, Nissan Sentra 4p Advance L4/1.8 Aut ,Distrito Federal
908,227999,2015,85810, Volkswagen Golf 5p Comfortline L4/1.4/t Aut P7 Qc ,Distrito Federal
909,164999,2015,90594, Toyota Yaris 5p Hatchback Premium L4/1.5 Aut ,Distrito Federal
910,237999,2015,96261, Mazda Mazda 6 4p I Grand Touring Plus L4/2.5 Aut ,Distrito Federal
911,247999,2019,14509, Chevrolet Cavalier 4 Pts. B Lt At ,Distrito Federal
912,274999,2014,75121, Audi Q3 5p Luxury L4/2.0/170/t Aut ,Distrito Federal
913,242999,2013,56153, Toyota Highlander 5p Base Aut A/a R-17 ,Distrito Federal
914,254999,2013,71356, Mini Countryman 5p S Hot Chili Aut ,Distrito Federal
915,282999,2016,56620, Audi A1 3p Ego L4/1.4/t Aut ,Distrito Federal
916,244999,2014,100082, Honda Cr-v 5p Ex Plus L4/2.4 Aut ,Distrito Federal
917,274999,2016,40657, Nissan X-trail 5p Advance 2 L4/2.5 Aut ,Distrito Federal
918,219999,2012,106576, Honda Odyssey 5p Lx Minivan Aut ,Distrito Federal
919,604999,2015,40981, Chevrolet Suburban 5p Ltz V8/5.3 Aut 4wd 2da/cubo ,Distrito Federal
920,192999,2014,90960, Nissan Rogue 5p Sense L4/2.5 Aut ,Distrito Federal
921,287999,2016,44800, Honda Cr-v 5p I-style L4/2.4 Aut ,Distrito Federal
922,179999,2014,108812, Jeep Compass 5p Latitud 4x2 L4/2.4 Man B/a ,Distrito Federal
923,254999,2014,62536, Toyota Prius 5p Premium Sr Hibrido L4/1.8 Aut ,Distrito Federal
924,259999,2016,66262, Nissan X-trail 5p Sense 2 L4/2.5 Aut ,Distrito Federal
925,609999,2016,50036, Bmw Serie 5 4p 528i Luxury Line L4/2.0/t Aut ,Distrito Federal
926,404999,2016,84853, Honda Odyssey 5p Exl V6/3.5 Aut ,Distrito Federal
927,154999,2013,53306, Toyota Corolla 4p Xrs Aut ,Distrito Federal
928,164999,2017,46610, Chevrolet Aveo 4 Pts. Ltz E At ,Distrito Federal
929,232999,2015,87972, Mazda Cx-5 5p I L4/2.0 Aut ,Distrito Federal
930,204999,2016,56739, Chevrolet Cruze 4 Pts. Ls Turbo A ,Distrito Federal
931,244999,2015,86880, Volkswagen Tiguan 5p Track&fun L4/2.0/t Aut ,Distrito Federal
932,167999,2017,60530, Volkswagen Vento 4p Starline L4/1.6 Man ,Distrito Federal
933,142999,2014,64135, Renault Fluence 4p Expression L4/2.0 Aut ,Distrito Federal
934,162999,2015,75487, Volkswagen Jetta 4p Cl L4/2.0 Man ,Distrito Federal
935,252999,2016,50880, Audi A1 5p S Line 1.8 Tfsi S Tronic Sb ,Distrito Federal
936,212999,2015,51718, Audi A1 5p Cool L4/1.4/t Aut ,Distrito Federal
937,292999,2016,85725, Mazda Cx-5 5p Grand Touring S L4/2.5 Aut ,Distrito Federal
938,162999,2016,37531, Nissan March 5p Sr L4/1.6 Man ,Distrito Federal
939,234999,2014,87660, Audi A3 3p Ambiente Plus L4/1.8/t Aut ,Distrito Federal
940,222999,2015,67485, Jeep Compass Latitud 4x2 L4/2.4 Aut C/cam Y B/a ,Distrito Federal
941,324999,2018,32277, Mazda Mazda 3 4p Hatchback S Grand Touring L4/2.5 Aut ,Distrito Federal
942,209999,2016,45515, Volkswagen Jetta 4p Trendline L5/2.5 Aut ,Distrito Federal
943,702999,2016,56352, Bmw X5 5p Xdrive 50i M Sport V8/4.4/t Aut ,Distrito Federal
944,454999,2016,10968, Bmw Serie 4 2p 428i Coupé Sport Line L4/2.0/t Aut ,Distrito Federal
945,217999,2015,105810, Volkswagen Jetta 4p Comfortline L5/2.5 Aut ,Distrito Federal
946,282999,2017,47757, Volkswagen Golf 5p Fest L4/1.4/t Aut ,Distrito Federal
947,422999,2017,21937, Mini Cooper 3p S J Cooper Works Hot Chili L4/2.0 Aut ,Distrito Federal
948,342999,2017,47290, Kia Optima 4p Sxl L4/2.0/t Aut ,Distrito Federal
949,299999,2017,43094, Toyota Camry 4p Le L4/2.5 Aut ,Distrito Federal
950,314999,2014,96043, Audi Q3 5p S Line L4/2.0/t Aut ,Distrito Federal
951,332999,2018,37217, Mini Cooper Coupé 3p Cooper Chili ,Distrito Federal
952,279999,2016,45315," Kia Sportage 5 Pts. Ex, Ta A/ac, Tela, Camara Reversa F. Niebla Ra-17 2.0l (linea Anterior) ",Distrito Federal
953,214999,2014,82592, Volkswagen Passat 4p Vr6 V6/3.6 Aut P/nave Cam/tr ,Distrito Federal
954,229999,2013,73517, Mazda Cx-5 5p Grand Touring I L4 2.0 Aut ,Distrito Federal
955,194999,2016,81880, Volkswagen Jetta 4p Trendline L5/2.5 Man ,Distrito Federal
956,117999,2012,104628, Nissan Sentra 4p Custom 2.0l Cvt ,Distrito Federal
957,242999,2015,80719, Mitsubishi Asx 5p Se Plus L4/2.0 Aut ,Distrito Federal
958,337999,2016,50335, Audi Q3 5p S Line L4/1.4/t Aut ,Distrito Federal
959,204999,2015,62080, Hyundai Elantra 4p Limited Tech L4/1.8 Aut ,Distrito Federal
960,147999,2011,100205, Mazda Cx-7 5p Sport Aut ,Distrito Federal
961,299999,2016,79277, Audi A1 3p Active 125hp Stronic Ra-16 ,Distrito Federal
962,274999,2017,26125, Nissan Juke 5p Advance L4/1.6/t Aut ,Distrito Federal
963,137999,2012,108616, Nissan Altima 4p Sl Aut Piel Cvt ,Distrito Federal
964,127999,2013,94744, Peugeot 207 5p Feline L4 1.6l 5vel ,Distrito Federal
965,197999,2013,95711, Bmw Serie 1 2p 125i Coupe Básico Aut. ,Distrito Federal
966,439999,2016,40893, Buick Enclave V6/3.6/t Aut ,Distrito Federal
967,202999,2017,50409, Seat Ibiza 3p Sc Connect Coupé L4/1.6 Man ,Distrito Federal
968,284999,2016,52033, Mazda Cx-5 5p Grand Touring I L4/2.0 Aut ,Distrito Federal
969,174999,2013,103879, Volkswagen Beetle 2p Sport 6 Vel Aut ,Distrito Federal
970,172999,2014,95268, Honda City 4p Ex L4/1.5 Aut ,Distrito Federal
971,254999,2016,67845, Mazda Cx-5 5p Grand Touring I L4/2.0 Aut ,Distrito Federal
972,199999,2018,10726, Chevrolet Spark 5p Lt L4/1.4 Man ,Distrito Federal
973,144999,2017,39334, Chevrolet Spark 5p Lt L4/1.4 Man ,Distrito Federal
974,217999,2013,89474, Ford Edge 5p Limited Aut 3.5l V6 Piel Q/c ,Distrito Federal
975,447999,2018,22620, Mercedes-benz Clase Gla 5p Gla 200 Sport L4/1.6 Aut ,Distrito Federal
976,212999,2019,131, Nissan March 5p Sr L4/1.6 Man ,Distrito Federal
977,192999,2019,193, Nissan March 5p Advance L4/1.6 Man ,Distrito Federal
978,259999,2015,72041, Mercedes-benz Clase B 5p B 180 Cgi ,Distrito Federal
979,519999,2016,40828, Bmw Serie 2 2p 235i Coupé M Sport L6/3.0/t Aut ,Distrito Federal
980,222999,2014,64424, Mercedes-benz Clase B 5p B 180 Exclusive L4/1.6/t Aut ,Distrito Federal
981,184999,2014,91956, Jeep Patriot 5p Sport L4/2.4 Aut ,Distrito Federal
982,302999,2017,28077, Volkswagen Polo 3p Gti L4/1.8/t Aut ,Distrito Federal
983,464999,2018,13244, Audi Q3 5p Select L4/1.4/t Aut ,Distrito Federal
984,397999,2015,16405, Ford Focus 5p Se Appearance L4 2.0 Aut ,Distrito Federal
985,307999,2017,46228, Nissan X-trail 5p Advance 2 L4/2.5 Aut ,Distrito Federal
986,502999,2018,11743, Volkswagen Tiguan 5 Pts. Trendline Plus ,Distrito Federal
987,269999,2017,45054, Smart Forfour 5p Forfour Prime L3/1.0/t Aut ,Distrito Federal
988,277999,2016,81728, Toyota Prius 5p Premium Sr Hibrido L4/1.8 Aut ,Distrito Federal
989,157999,2015,92402, Toyota Yaris 5p Hatchback Premium L4/1.5 Aut ,Distrito Federal
990,307999,2016,49171, Audi A1 3p Active 125hp Stronic Ra-16 ,Distrito Federal
991,297999,2016,70146, Toyota Rav4 5p Le L4/2.5 Aut ,Distrito Federal
992,239999,2015,48353, Hyundai Ix35 5p Limited Navi L4/2.0 Aut ,Distrito Federal
993,307999,2015,105885, Nissan Pathfinder 5p Advance V6/3.5 Aut ,Distrito Federal
994,197999,2016,78484, Mazda Mazda 3 4p Sedán I Touring L4/2.0 Aut ,Distrito Federal
995,289999,2017,28379, Nissan Altima 4p Exclusive V6/3.5 Aut ,Distrito Federal
996,249999,2018,16837, Chevrolet Cruze 4p Ls L4/1.4/t Aut ,Distrito Federal
997,327999,2015,61579, Nissan Pathfinder 5p Exclusive V6/3.5 Aut ,Distrito Federal
998,704999,2016,57842, Bmw X5 5p Xdrive 50i M Sport V8/4.4/t Aut ,Distrito Federal
999,202999,2016,44079, Chevrolet Cruze 4 Pts. Ls Turbo A ,Distrito Federal
1000,289999,2015,78771, Volkswagen Cc 4p V6/3.6 Aut ,Distrito Federal
1001,362999,2018,27628, Seat Leon 3p Sc Fr L4/1.4/t Aut ,Distrito Federal
1002,219999,2015,97849, Dodge Journey Se L4/2.4 Aut 5/pas ,Distrito Federal
1003,377999,2015,69517, Toyota Sienna 5p Xle V6/3.5 Aut Q/c Piel ,Distrito Federal
1004,247999,2014,75606, Honda Cr-v 5p Ex Plus L4/2.4 Aut ,Distrito Federal
1005,282999,2016,61575, Buick Encore 5p Cxl Premium L4/1.4/t Aut ,Distrito Federal
1006,294999,2015,54187, Bmw Serie 3 4p 320i Luxury Line L4/2.0/t Aut ,Distrito Federal
1007,159999,2014,95563, Renault Fluence 4p Dynamique L4/2.0 Aut ,Distrito Federal
1008,382999,2018,25588, Nissan X-trail 5p Exclusive 2 L4/2.5 Aut ,Distrito Federal
1009,424999,2017,23423, Ford Focus 5p St 5 Ptas ,Distrito Federal
1010,297999,2014,100222, Toyota Sienna 5p Xle V6/3.5 Aut ,Distrito Federal
1011,299999,2016,74569, Volvo S60 Sport T4 L4/1.6/t Aut ,Distrito Federal
1012,297999,2017,45536, Audi A3 3p Dynamic L4/1.4/t Man ,Distrito Federal
1013,117999,2012,94761, Nissan Versa 4 Pts. Advance Ta Ac ,Distrito Federal
1014,237999,2015,61527, Toyota Camry 4p Xle L4/2.5 Aut ,Distrito Federal
1015,354999,2016,40146, Bmw Serie 2 2p 220i Coupé Sport Line L4/2.0/t Aut ,Distrito Federal
1016,487999,2017,62235, Infiniti Q50 4p Q50 400 Sport V6/3.0 Aut ,Distrito Federal
1017,539999,2017,46515, Audi A4 4p 2.0 Tfsi 252hp S Line S Tronic Quattro ,Distrito Federal
1018,289999,2017,52733, Volkswagen Golf 5p Highline L4/1.4/t Aut ,Distrito Federal
1019,227999,2014,66035, Volkswagen Tiguan 5p Sport&style L4/1.4/t Aut ,Distrito Federal
1020,249999,2015,59663, Nissan X-trail 5p Advance 2 L4/2.5 Aut ,Distrito Federal
1021,284999,2015,77087, Bmw Serie 3 4p 320i Luxury Line L4/2.0/t Aut ,Distrito Federal
1022,304999,2016,34992, Ford Escape 5p Titanium L4/2.0 Aut Ecoboost ,Distrito Federal
1023,262999,2016,52392, Nissan X-trail 5p Sense 2 L4/2.5 Aut ,Distrito Federal
1024,279999,2014,79619, Toyota Rav4 5p Ltd Platinum L4/2.5 Aut ,Distrito Federal
1025,152999,2011,101523, Mazda Cx-7 5p Sport Aut ,Distrito Federal
1026,272999,2014,73521, Mercedes-benz Clase A 5p 200 Cgi L4/1.6 Aut ,Distrito Federal
1027,397999,2017,25906, Bmw Serie 2 2p M2 ,Distrito Federal
1028,387999,2015,89459, Buick Enclave 5p V6 3.6 Aut ,Distrito Federal
1029,444999,2016,46086, Gmc Acadia 5p Denali V6/3.6 Aut ,Distrito Federal
1030,317999,2016,42590, Volkswagen Tiguan 5p Track&fun L4/2.0/t Aut Nave Piel ,Distrito Federal
1031,179999,2013,94854, Nissan Altima 4p Exclusive V6 Piel Cvt ,Distrito Federal
1032,202999,2014,97434, Audi A1 3p Ego L4/1.4/t Man ,Distrito Federal
1033,312999,2014,69090, Audi A5 5p Luxury L4/2.0/t Aut ,Distrito Federal
1034,339999,2016,62947, Audi Q3 5p Elite L4/2.0/180/t Aut ,Distrito Federal
1035,387999,2018,15641," Kia Optima 4 Pts. Sxl, 2.0t Ta Climatronic, Piel Qcp Gps Harman Kardon Ra-18 ",Distrito Federal
1036,514999,2017,13512, Gmc Acadia 5p Denali V6/3.6 Aut ,Distrito Federal
1037,272999,2014,90484, Ford Explorer 5p Xlt V6 4x2 Doble A/a Tela 4x2 ,Distrito Federal
1038,489999,2017,45676, Bmw Serie 4 4p 430i G Coupe Sport Line L4/2.0/t Aut ,Distrito Federal
1039,404999,2016,45690, Audi Q3 5p Elite L4/2.0/220/t Aut ,Distrito Federal
1040,319999,2017,27640, Audi A3 3p Dynamic L4/1.4/t Aut ,Distrito Federal
1041,224999,2014,68623, Jeep Patriot 5p Limited L4/2.4 Aut ,Distrito Federal
1042,377999,2017,49794, Volkswagen Golf 5p Gti L4/2.0/t Aut ,Distrito Federal
1043,474999,2018,18966, Ford Fusion 4p Se Luxury Hibrido Aut ,Distrito Federal
1044,597999,2018,20674, Audi Q5 5p Dynamic L4/2.0/t Aut ,Distrito Federal
1045,207999,2016,56425, Volkswagen Jetta 4 Pts. Comfortline Tip. Bolsas Aire Del ,Distrito Federal
1046,177999,2018,31203, Renault Logan 5p Intens L4/1.6 Man ,Distrito Federal
1047,204999,2016,49939, Volkswagen Jetta 4p Trendline L5/2.5 Aut ,Distrito Federal
1048,204999,2016,78471, Ford Focus 5p Se L4/2.0 Aut ,Distrito Federal
1049,452999,2016,58702, Honda Pilot 5p 4wd Touring At ,Distrito Federal
1050,224999,2014,90469, Jeep Patriot 5p Limited L4/2.4 Aut ,Distrito Federal
1051,562999,2015,100809, Audi Q7 5p Land Of Quattro V6/3.0/t Aut ,Distrito Federal
1052,252999,2015,87541, Jeep Cherokee Latitud 4x2 L4/2.4 Aut ,Distrito Federal
1053,262999,2015,91513, Mazda Cx-5 5p Grand Touring S L4/2.5 Aut ,Distrito Federal
1054,297999,2016,57845, Bmw Serie 1 3p 120i Urban Line L4/1.6/t Aut ,Distrito Federal
1055,379999,2015,62127, Gmc Acadia 5p Denali V6 3.6 Aut ,Distrito Federal
1056,227999,2013,92578, Mini Countryman 5p S Chili Aut ,Distrito Federal
1057,287999,2017,45751, Mini Cooper 3p Salt L3/1.5/t Aut ,Distrito Federal
1058,297999,2016,90751, Kia Optima 4p Sxl L4/2.0/t Aut ,Distrito Federal
1059,282999,2016,75033, Mazda Cx-5 5p Grand Touring I L4/2.0 Aut ,Distrito Federal
1060,317999,2017,20888, Kia Optima 4p Ex Pack L4/2.0/t Aut ,Distrito Federal
1061,314999,2016,75846, Buick Regal 4p Gs L4/2.0/t Aut ,Distrito Federal
1062,604999,2015,66427, Chevrolet Suburban 5p Ltz V8/5.3 Aut 4wd 2da/cubo ,Distrito Federal
1063,152999,2017,12435, Chevrolet Spark 5p Ltz Classic L4/1.2 Man ,Distrito Federal
1064,207999,2016,81435, Volkswagen Jetta 4 Pts. Comfortline Tip. Bolsas Aire Del ,Distrito Federal
1065,244999,2016,34957, Volkswagen Passat 4p Comfortline L5/2.5 Aut ,Distrito Federal
1066,272999,2016,50802, Nissan X-trail 5p Advance 2 L4/2.5 Aut ,Distrito Federal
1067,584999,2017,36935, Dodge Durango 5p R/t V8/5.7 Aut ,Distrito Federal
1068,289999,2014,103331, Bmw Serie 3 4p 328i L4/2.0/t Aut ,Distrito Federal
1069,274999,2018,26298," Kia Forte 5 Pts. Ex, Tm6, A/ac., Ra-16 ",Distrito Federal
1070,477999,2018,35491, Mercedes-benz Clase C 4p C 200 Sport L4/2.0/t Aut ,Distrito Federal
1071,289999,2015,82739, Bmw Serie 3 4p 320i Sedan Sport Line L4/2.0 Aut ,Distrito Federal
1072,302999,2015,69544, Gmc Terrain 5p Denali V6/3.6 Aut ,Distrito Federal
1073,314999,2018,38321, Suzuki Vitara 4p Gls L4/1.4 Aut ,Distrito Federal
1074,229999,2014,44620, Jeep Patriot 5p Limited L4/2.4 Aut ,Distrito Federal
1075,317999,2016,37136, Audi A3 3p Attraction L4/1.8/t Aut ,Distrito Federal
1076,244999,2013,48679, Mazda Cx-9 5p Grand Touring Aut Piel Q/c Bose ,Distrito Federal
1077,262999,2015,91188, Mazda Cx-5 5p Grand Touring S L4/2.5 Aut ,Distrito Federal
1078,232999,2015,72380, Volkswagen Golf 5p Highline L4/1.4/t Aut ,Distrito Federal
1079,362999,2016,51079, Gmc Terrain 5p Denali V6/3.6 Aut ,Distrito Federal
1080,349999,2016,82243, Bmw Serie 2 2p 220i Coupé Sport Line L4/2.0/t Aut ,Distrito Federal
1081,237999,2015,102658, Nissan X-trail 5p Sense 2 L4/2.5 Aut ,Distrito Federal
1082,457999,2015,106739, Toyota Sequoia 5p Limited V8/5.7 Aut ,Distrito Federal
1083,599999,2019,12018, Mercedes-benz Clase C 2p C 200 Convertible L4/2.0/t Aut ,Distrito Federal
1084,302999,2014,56463, Bmw Serie 3 4p 328i L4/2.0/t Aut ,Distrito Federal
1085,172999,2016,48904, Chevrolet Cruze 4p Ls L4/1.4/t Aut ,Distrito Federal
1086,269999,2016,56377, Mazda Cx-5 5p Grand Touring I L4/2.0 Aut ,Distrito Federal
1087,264999,2016,60865," Kia Sportage 5 Pts. Ex, Ta A/ac, Tela, Camara Reversa F. Niebla Ra-17 2.0l (linea Anterior) ",Distrito Federal
1088,242999,2014,110000, Mazda Cx-5 5p Grand Touring S L4/2.5 Aut ,Distrito Federal
1089,449999,2016,61405, Bmw X3 5p Xdrive 28i X Line L4/2.0/t Aut ,Distrito Federal
1090,372999,2015,67130, Toyota Sienna 5p Xle V6/3.5 Aut Q/c Piel ,Distrito Federal
1091,287999,2017,23724, Nissan Altima 4p Advance L4/2.5 Aut ,Distrito Federal
1092,239999,2012,108994, Audi Q5 5p Elite 2.0 Tfsi Tiptronic ,Distrito Federal
1093,289999,2015,90149, Honda Cr-v Exl L4/2.4 Aut ,Distrito Federal
1094,189999,2014,62063, Mazda Mazda 3 4p Sedán I Touring L4/2.0 Aut ,Distrito Federal
1095,222999,2015,92898, Hyundai Ix35 5p Limited Navi L4/2.0 Aut ,Distrito Federal
1096,292999,2017,43947, Nissan Altima 4p Advance L4/2.5 Aut ,Distrito Federal
1097,319999,2014,75700, Toyota Sienna 5p Xle V6/3.5 Aut Q/c Piel ,Distrito Federal
1098,262999,2014,65296, Jeep Cherokee 5p Limited 4x2 L4/2.4 Aut ,Distrito Federal
1099,264999,2014,97993, Gmc Terrain 5p Denali V6/3.6 Aut ,Distrito Federal
1100,402999,2018,29706, Volkswagen Tiguan 5p Confortline L4/1.4/t Aut 7 Pas ,Distrito Federal
